"pvalue","feature_id","padj"
0.0149870906981995,"PC(15:0/18:1(11Z))",0.0447764143668122
0.000925483272929864,"PE(P-16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",0.00554478136325524
0.0153481987673776,"PE(P-16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",0.0455774772092128
0.000137389460845579,"SM(d17:1/18:1(12Z)-2OH(9,10))",0.00170612730468237
0.0159430775689853,"SM(d17:1/18:1(12Z)-2OH(9,10))",0.0461403473712584
6.33453869796683e-06,NA,0.000288432662047423
0.0668451472350486,"PG(16:0/18:1(11Z))",0.128835383284816
0.831044175961464,NA,0.859602841950764
0.221450410956145,NA,0.28864624176154
0.956233657649744,NA,0.96045233555114
0.12631756241741,"PG(20:0/14:1(9Z))",0.196525957018431
0.962774455699426,"PE(20:4(5Z,8Z,11Z,14Z)/P-18:1(11Z))",0.964186148449719
0.0907904844872618,"PE(20:4(5Z,8Z,11Z,14Z)/P-18:1(11Z))",0.157712104866121
0.810944452740984,"Cavinafungin B",0.841755412191629
9.40779723082225e-05,NA,0.00149430825782595
0.386611110731124,NA,0.447499990961742
0.36517192801663,"PE(P-18:0/20:4(5Z,8Z,11Z,14Z))",0.427808622359105
0.0710369162597268,"PE(P-18:0/20:4(5Z,8Z,11Z,14Z))",0.134028214932026
0.117050688779933,"PC(14:0/20:4(5Z,8Z,11Z,14Z))",0.185404415264695
0.00212650963642408,"CE(15M5)",0.0110030763763458
0.0728125226271584,"PS(16:0/18:1(9Z))",0.136623497127333
0.23784169435198,"PA(20:0/18:1(12Z)-2OH(9,10))",0.305933371698825
0.0238149743320141,"PE(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",0.0630450677083939
0.24046495193017,"Sipanmycin A",0.308138015325153
0.137863240661738,"PS(O-18:0/17:0)",0.208319896840635
0.0183733469974668,"PE(P-18:0/20:4(6E,8Z,11Z,14Z)+=O(5))",0.052287483330291
0.205339579086052,"PE(P-18:0/20:4(6E,8Z,11Z,14Z)+=O(5))",0.275534248557511
0.77051027341133,NA,0.807144964325059
0.340571456062482,"PC(15:0/20:4(5Z,8Z,11Z,14Z))",0.4038373341852
4.48309190340106e-06,"PG(16:0/20:4(5Z,8Z,11Z,14Z))",0.000235534751540225
