"logFC","pvalue","feature_id","padj","significance","clean_name"
1.48338908700843,0.0211847146224632,"PS(18:0/20:4(8Z,11Z,14Z,17Z))",0.103351143479588,"Not Significant","PS(18:0/20:4(8Z,11Z,14Z,17Z))"
0.242463748066553,0.31494003513302,"PS(18:0/20:3(8Z,11Z,14Z))",0.420991467377967,"Not Significant","PS(18:0/20:3(8Z,11Z,14Z))"
0.723089763384837,0.154454607530016,"PG(16:1(9Z)/20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15))",0.276883194076119,"Not Significant","PG(16:1(9Z)/20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15))"
-0.534135906805852,0.272128943839205,"PS(14:1(9Z)/24:1(15Z))",0.383038247505779,"Not Significant","PS(14:1(9Z)/24:1(15Z))"
-1.66076093562348,0.0138014902716656,"PE(22:0/18:1(12Z)-O(9S,10R))",0.0897754081480721,"Not Significant","PE(22:0/18:1(12Z)-O(9S,10R))"
0.954322282622349,0.0693088484321034,"Tasiamid C",0.183580425015628,"Not Significant","Tasiamid C"
0.551184427085848,0.0867609886682855,"6-O-myristoyl-6'-O-oleoyltrehalose",0.206711621653132,"Not Significant","6-O-myristoyl-6'-O-oleoyltrehalose"
3.48389385221447,0.000540301142727485,"Bouillonamide A",0.0217073929695807,"Up","Bouillonamide A"
2.40370263191016,0.0525864566523357,"PA(15:0/LTE4)",0.161326558875671,"Not Significant","PA(15:0/LTE4)"
0.4308513581254,0.135457139065535,"PS(14:0/24:1(15Z))",0.258428005535644,"Not Significant","PS(14:0/24:1(15Z))"
-1.5843597738688,0.00127184732156305,"PG(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",0.036304345465609,"Down","PG(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
2.16760039176444,0.272478868530467,"PS(18:0/20:0)",0.383038247505779,"Not Significant","PS(18:0/20:0)"
1.44695712485495,0.539737599069161,"PG(18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",0.632567207492608,"Not Significant","PG(18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
0.0233108323622903,0.921560954270376,"PE(20:0/PGJ2)",0.94080796504607,"Not Significant","PE(20:0/PGJ2)"
1.17330257033484,0.0238056950746748,"Nodulapeptin 823",0.10912274990606,"Not Significant","Nodulapeptin 823"
0.862987471489697,0.0800175434969064,"PE(20:0/20:4(6Z,8E,10E,14Z)-2OH(5S,12R))",0.19518565074424,"Not Significant","PE(20:0/20:4(6Z,8E,10E,14Z)-2OH(5S,12R))"
0.204554375980626,0.502511303698853,"PE(20:0/20:3(8Z,11Z,14Z)-2OH(5,6))",0.601077443828926,"Not Significant","PE(20:0/20:3(8Z,11Z,14Z)-2OH(5,6))"
-0.516662455371403,0.254800719122605,"PA(22:5(4Z,7Z,10Z,13Z,16Z)/24:1(15Z))",0.366217294211054,"Not Significant","PA(22:5(4Z,7Z,10Z,13Z,16Z)/24:1(15Z))"
-0.161646888349312,0.587352571442921,"PS(15:0/24:0)",0.664705318548678,"Not Significant","PS(15:0/24:0)"
1.27220322533373,0.0105384601180903,"PI(16:0/18:2(9Z,12Z))",0.0794749296518848,"Not Significant","PI(16:0/18:2(9Z,12Z))"
1.65711992788464,0.0115023551105896,"PC(20:3(5Z,8Z,11Z)-O(14R,15S)/DiMe(9,3))",0.0818344639638823,"Not Significant","PC(20:3(5Z,8Z,11Z)-O(14R,15S)/DiMe(9,3))"
2.2774859274149,0.0105888998511296,"PS(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",0.0794749296518848,"Not Significant","PS(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
-0.143724634499817,0.717777887668694,"PE(20:0/22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4))",0.780640600760698,"Not Significant","PE(20:0/22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4))"
2.21435302348909,0.00020396232474054,"PI(16:0/18:1(11Z))",0.0154784741997543,"Up","PI(16:0/18:1(11Z))"
1.74584469406685,0.000402354688759121,"PS(18:0/22:5(7Z,10Z,13Z,16Z,19Z))",0.0216635147127027,"Up","PS(18:0/22:5(7Z,10Z,13Z,16Z,19Z))"
-0.234950082332142,0.536713314895244,"PE(22:0/20:4(6E,8Z,11Z,14Z)+=O(5))",0.630938371899228,"Not Significant","PE(22:0/20:4(6E,8Z,11Z,14Z)+=O(5))"
0.718943745159107,0.232127344441074,"PA(22:4(7Z,10Z,13Z,16Z)/6 keto-PGF1alpha)",0.351421730289665,"Not Significant","PA(22:4(7Z,10Z,13Z,16Z)/6 keto-PGF1alpha)"
0.0278359578342512,0.928880063454584,"PE(22:0/20:3(5Z,8Z,11Z)-O(14R,15S))",0.944084945445656,"Not Significant","PE(22:0/20:3(5Z,8Z,11Z)-O(14R,15S))"
1.70734486965394,0.000475772651084247,"PS(18:0/22:4(7Z,10Z,13Z,16Z))",0.0216635147127027,"Up","PS(18:0/22:4(7Z,10Z,13Z,16Z))"
2.79120595553872,0.109797893610038,"PI(16:0/18:0)",0.239111755718064,"Not Significant","PI(16:0/18:0)"
0.670465411317815,0.19735041419911,"Azaspiracid",0.315375000550598,"Not Significant","Azaspiracid"
0.542378415118105,0.273536870333151,"PG(18:1(11Z)/20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15))",0.383038247505779,"Not Significant","PG(18:1(11Z)/20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15))"
1.04748059561177,0.0170665308402749,"PS(18:1(11Z)/22:2(13Z,16Z))",0.0989128530404346,"Not Significant","PS(18:1(11Z)/22:2(13Z,16Z))"
-0.43305657216502,0.507958792173082,"PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:4(8Z,11Z,14Z,17Z))",0.606531215129747,"Not Significant","PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:4(8Z,11Z,14Z,17Z))"
0.702443433996198,0.157980119847226,"PS(18:4(6Z,9Z,12Z,15Z)/22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4))",0.280260835988716,"Not Significant","PS(18:4(6Z,9Z,12Z,15Z)/22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4))"
0.252322117408539,0.206534865992908,"Aeruginosin 848",0.325781324418375,"Not Significant","Aeruginosin 848"
-3.01770561604891,0.129006051489589,"PE(20:2(11Z,14Z)/22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S))",0.253192911400544,"Not Significant","PE(20:2(11Z,14Z)/22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S))"
1.44448537340654,0.266132627512983,"Nodulapeptin 849",0.379475124407865,"Not Significant","Nodulapeptin 849"
0.151406475279194,0.547477236621318,"PE(DiMe(11,3)/DiMe(11,5))",0.635467010860081,"Not Significant","PE(DiMe(11,3)/DiMe(11,5))"
0.954668021664282,0.0479684392646106,"PE(22:0/PGJ2)",0.155704706089414,"Not Significant","PE(22:0/PGJ2)"
0.707481317244278,0.0931846664769421,"PE(22:0/20:4(6Z,8E,10E,14Z)-2OH(5S,12R))",0.218711777332479,"Not Significant","PE(22:0/20:4(6Z,8E,10E,14Z)-2OH(5S,12R))"
1.37084966604903,0.00735915781323887,"PI(16:0/20:3(5Z,8Z,11Z))",0.0697995864949405,"Not Significant","PI(16:0/20:3(5Z,8Z,11Z))"
1.29367128284574,0.0178122219323444,"PI(16:0/20:2(11Z,14Z))",0.0989128530404346,"Not Significant","PI(16:0/20:2(11Z,14Z))"
-0.124500792926259,0.553413688504922,"PE(22:0/22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4))",0.636332574493033,"Not Significant","PE(22:0/22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4))"
-0.709121386124455,0.0230155084461284,"PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",0.10740470999412,"Not Significant","PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
-0.469480113032901,0.302716437784721,"PE(24:0/20:4(6E,8Z,11Z,14Z)+=O(5))",0.410228823426517,"Not Significant","PE(24:0/20:4(6E,8Z,11Z,14Z)+=O(5))"
-0.0861374671889088,0.722757191959737,"PG(22:5(4Z,7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",0.784806299059619,"Not Significant","PG(22:5(4Z,7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
-0.138517430446661,0.796093491572896,"PG(20:1(11Z)/PGE2)",0.841690177622736,"Not Significant","PG(20:1(11Z)/PGE2)"
-1.4668896454801,0.00435060043271816,"PE(22:2(13Z,16Z)/22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S))",0.0580216706724659,"Not Significant","PE(22:2(13Z,16Z)/22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S))"
-1.92463815315293,0.0356269649912795,"PI(18:4(6Z,9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))",0.135184539383577,"Not Significant","PI(18:4(6Z,9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
