"Metabolite","Group Area: HILIC_Neg_WT1","Group Area: HILIC_Neg_WT2","Group Area: HILIC_Neg_WT3","Group Area: HILIC_Neg_WRN1","Group Area: HILIC_Neg_WRN2","Group Area: HILIC_Neg_WRN3","Group Area: HILIC_Neg_shPGC1B1","Group Area: HILIC_Neg_shPGC1B2","Group Area: HILIC_Neg_shPGC1B3"
"Orotidine",-2.68507533583989,-2.18272400361574,-1.83686431855141,-1.56648797415528,-1.25365926219547,-0.702732900346621,-0.701635345914219,-2.7513289245219,-0.0100870986513577
"NA..61",-3.39303633679628,-3.61125411565887,-4.00053088916757,-1.38874937348645,-1.01536968472177,-0.97170182910607,-1.30132717859658,-3.11413345940023,-0.788625947515506
"NA..62",-0.448127402620688,-0.00474948709998912,-0.346878054991699,0.0710585578896392,-0.0696035703539835,-1.68319972305954,-0.512203440759688,-0.268885107832077,-0.963401022054004
"D.Sedoheptulose.7.phosphate",0.428872877715154,0.197788400675012,0.454642762578299,2.36443442980102,2.32092730941195,2.20806902974321,1.71028306711759,1.8490070315241,1.84774863672167
"T1801.D",-3.28423583190143,-1.8727993269696,-2.40134327499296,-1.77554635987562,-3.09207015483878,-1.54509883738439,-1.46058204798994,-2.04360282755237,-1.36631828691016
"X6.bromo.N.propionyltryptamine",-3.59668408429625,-3.96717214250701,-3.93804849732123,-2.51611120539346,-2.2071831013637,-1.31223484349161,-0.664213963346917,-3.81294524303572,0.26814597633965
"NA..63",-3.64724513330717,-3.76920226311053,-2.18484817964365,-1.53956577250711,-1.62073820588097,-0.665447002098652,0.0916381540956124,-2.62167094676597,1.11083771277784
"X13.HODE",-0.376552829768823,-0.117710813777688,-0.478111871566696,-0.684705657154353,3.26280830869759,-0.673768578357762,-0.433750038025213,0.0907059528516392,-0.587210787026656
"X3.Oxooctadecanoic.acid",1.07323127821454,0.89618330070703,-0.140125977451397,-0.695011594054119,1.76762396310237,-0.45955742428735,-0.628125359193334,0.00399259786571449,-1.09655847311542
"Phoxim",-1.71540253136586,0.790877212602673,-0.911758493147676,-0.583780205921112,-0.708959604505647,-0.785049047422486,-0.939315312052798,-0.691586549565258,-1.0882192257855
"Phoxim.1",-0.444399298282406,0.638966305746756,-0.698589742859891,-1.0647715045958,-0.957326578859394,-0.906669678922352,-0.894717889352357,-0.903695112385691,-1.26909905154966
"NA..64",4.00641925898088,3.86395308916207,3.73125980785654,3.77298381626392,3.37689711636116,3.4097403375596,3.13789812119451,3.77023571275487,3.07782005946693
"NA..65",2.81095266720484,2.88526962011207,2.64344864760368,2.78480631715763,3.19802681792151,2.37173269764838,2.60522950100637,3.53747424594644,2.70691623842208
"NA..66",0.644806678934557,0.857793601097367,0.864094755886061,1.61079154583847,2.06666460725993,1.45886572491207,1.25424592374689,1.07896628615907,1.31573746533794
"NA..67",-3.94429320286728,-2.42900862662135,-1.48646437167076,-0.832856583075504,-0.845645306602432,0.171154593313066,0.315339500605429,-1.56981281738326,0.924509683365894
"NA..68",-3.56983337021374,-3.17012469642343,-2.92066443113785,-2.11587213514161,-2.72170390264854,-2.43430153276664,-1.67457795129761,-2.05504761866288,-1.4816801333066
"NA..69",-3.44282423741728,-3.66692688332402,-3.66523035317157,1.12988811320822,1.23910492555874,0.403137257635887,0.459423509816389,-0.47954340941217,1.18563347437358
"Roseobacticide.C",0.939517603787682,1.07821653012202,1.24456542466269,0.546070979804483,0.956685274744792,1.13821200342177,0.730295157809824,0.992857417109676,0.956349353779689
"NA..70",-3.77026764066445,-3.85582534973994,-3.96411467162569,0.0299726132351914,-0.303845606329052,0.798210762338279,1.35624066924638,-1.85245898408304,1.56814557391394
"NA..71",-0.0105553980194202,-0.261637074439715,-0.164365791712619,-0.0231283272448124,-0.269841064900088,-0.172830940331416,-1.07423574347387,0.829083566989215,-0.856182167481666
"NA..72",-3.02049336360618,-2.12543472040649,-1.70403790327099,0.520675428660571,0.536405552030054,1.06963599516122,0.9402412721698,-0.466926646588444,1.86451179093132
"NA..73",-2.46401975614384,-1.04827337844393,-1.81729553873613,-1.29747986305584,-1.01636304138101,-1.1902152918455,-1.29653035087075,-1.44511615031773,-1.27531710416422
"X.E..4.4..alpha.beta.Tetrachlorostilbene",1.34289028505574,1.21775682295923,0.980955408957605,1.73052256823246,1.62881659917611,1.18250647838727,0.777857081143836,0.533185748030625,0.504866958507204
"X.E..4.4..alpha.beta.Tetrachlorostilbene.1",-0.0730618273665762,-0.423037514687827,-0.289597101156719,-0.42463377388852,-0.804629407433914,-0.857555413394294,-1.24584202060934,-0.503330701827451,-1.70874748412439
"Febuxostat",0.255718574245613,0.619531503749442,1.30342394793397,2.12714382996993,2.1955990303876,2.54161535668666,2.42259089499314,1.3494877379159,2.71984069036126
"X.E..4.4..alpha.beta.Tetrachlorostilbene.2",-0.0945966584526943,-0.330293938607042,-0.17893567487506,-0.511967826068787,-0.778211306260715,-0.73715271118083,-0.941741197473295,-0.456500825406373,-1.55571537342703
"NA..74",1.82032068992651,1.65674601750496,1.19703555822796,1.0371652866463,1.089392253726,0.84064899308628,0.21936962072353,0.859627762140317,0.216559084623967
"NA..75",-0.24392718299567,-0.356751009255081,-0.484142146328448,-0.582857151688884,-0.702512204214703,-0.80718285936527,-1.01927905715569,-0.888213626503934,-2.3034729573163
"NA..76",-1.91746927518818,-1.80476356443051,-0.985188383943125,0.11510796498602,0.0421343945731465,0.773966532233374,0.565723942501446,-0.534249887853427,0.922803496069882
"NA..77",0.550000702830925,0.695295322479922,0.708992558289204,0.896953081397879,-0.0488380916402704,-1.36396351696993,0.0922677473010545,0.889671443586703,-2.25487286154587
"Clotiazepam",-4.05046751692384,-4.29823061526915,-4.32897824608545,-2.75053991142925,-1.65689836845107,-0.612710715781795,-1.40046484133119,-4.27261802480229,-0.703924764782666
"NA..78",-2.07256306738836,-1.96204189961931,-2.01222676671227,-0.818168812850757,-1.31143445451658,-1.32909248573124,-1.9620703058088,-1.06900900197635,-1.49634906174494
"NA..79",2.22443203579456,2.80043147616837,3.42017050667692,4.5003983377008,4.57926584298555,5.19133020561361,5.02000937719314,3.94796769900701,5.29688051636729
"NA..80",-3.77331878595759,-3.94092451909226,-4.00097064428464,-0.927093101014187,-0.918703590343924,-0.0375162420407626,-0.611535621831031,-3.144948669074,0.19433461604644
"X16.bromo.7E.11E.15E.hexadecatrien.5.13.diynoic.acid",-2.72116301525676,-1.53420515204067,-0.912178593181046,0.151642193153332,-0.650851452436772,0.822032690702159,0.663613120729387,-0.469267475060228,0.983996459726185
"X5.6.Epoxy.8.11.14.eicosatrienoic.acid",0.426008697126345,0.578546409161184,0.267093104019448,-0.0880469251877436,-0.161142153462158,-0.0799183400321084,0.512548775415684,0.992070291842378,0.412343854961509
"NA..81",0.884597429071274,1.03711663952769,0.346900507245181,1.39038897184062,1.33476462975542,-0.652037046886978,-1.37121705481765,1.56562835369214,-1.64631492937587
"NA..82",-0.305925034234058,-0.43861892094149,-0.64951914811229,-0.670019901476575,-0.860233609393006,-1.01865857975294,-1.24775232354902,-0.376922919001448,-1.73060752729121
"NA..83",3.1732380396281,2.9010914631469,3.02505694027643,2.57534337069484,2.43172678831086,2.51469215067067,2.13189917504026,2.99949202548365,2.12590333405918
"Docosahexaenoic.acid",1.98584507505483,1.55107187435065,1.27285438863298,0.986324705744476,0.711620306482263,0.918805347948279,0.92545973602299,2.13614528458999,0.662710462875484
"N.Heptafluorobutyrylproline",-1.93951023633568,-2.21753207501375,-1.87085116143813,-0.787727696222458,-0.787857993881843,-0.422878389178976,-0.432698205447601,-1.11558563871638,-0.179731470297178
"NA..84",0.23461877020053,0.108078192010673,0.942136615878773,1.64357680951908,1.53765007921483,1.78389300908345,1.30293256285224,-0.24271356358123,1.45445549158891
"NA..85",3.15292525000774,2.21436077798109,3.44468618752494,3.26273682699868,3.23390173094805,3.30233528772097,1.47558133280845,0.588253261893879,1.84564991036651
"NA..86",1.65986533834087,1.47044051015707,1.46146073331549,1.08014841950584,0.799533290461792,0.707835979583017,0.753481052932404,1.3872002576432,0.569324702294008
"NA..87",2.77810931306372,0.0269516084137713,3.14335914749978,3.12255482541313,2.74956506185654,2.89684546478855,2.49222996878913,3.08748547004529,2.30020152996973
"NA..88",-1.85070554424005,-1.19940944226213,-1.11792685656857,-0.142266354615863,-0.236057883714135,0.153389805638305,0.272939855218613,-0.669454818261318,0.514071647026306
"NA..89",-3.85202085751304,-4.04352785900927,-4.13391966589819,-4.13139029883934,-3.68654048947946,-3.05352158147869,-1.78551031499847,-4.17738678654299,-0.0935972177728885
"NA..90",-3.97882307523322,-3.27217378269889,-3.56676990069055,0.114655444591953,-3.63967972468114,-4.27477931291963,-0.210171635398797,-4.26102760424643,-0.589696455766632
"NA..91",0.705028488488878,0.461221215741485,0.0977151859638781,0.801460632570308,1.04373210258635,1.04765778681158,0.520680536623676,0.397054729072522,0.375703187614715
"Alternariol.5.O.sulfate",-3.89813492110085,-2.24171611730544,-1.12040481743204,-0.415837466471004,-0.457234888803526,0.580775478343948,0.504854476744363,-0.68841552630386,0.873689186663558
"NA..92",-1.43246921989611,-1.35126850689323,-0.876240005387363,0.000891904655354381,0.00751802181956407,0.295656514077979,0.471987738163666,-0.15953013206741,0.640118750126359
"NA..93",-3.34141333328958,-2.5549205683513,-1.62781625173567,0.546085134740519,0.358992724153673,0.499524474344444,0.564370094540166,-0.112923562627039,0.378486475118955
"NA..94",-2.41627110541917,-1.91259508680236,-2.10485428213793,-0.394890558959922,-0.567725096640444,-0.579696437013073,-1.32844094018454,-1.61943014341706,-1.51369526217661
"NA..95",2.33362099538449,2.22682806169541,2.45490110281602,1.71697538647253,1.36900728871418,1.53862186467463,2.30996689802476,2.46554445375225,2.2417931951444
"NA..96",-0.0196350286572624,-0.308824204060418,-0.399517678723949,-0.688157412824118,-0.956484038967659,-0.859498861301159,-1.01203291313278,-0.389618551029933,-1.46414705109423
"Methyl..10..shogaol",-0.959483614491006,-0.928288588085955,-0.778543743046765,-0.97406964550245,-1.23350037883072,-1.08923892810832,-0.792826388402595,-0.361088274946972,-0.815652504116922
"Inosinic.acid",0.0189854160119545,0.0653750423933985,0.352186895083946,0.885172906567679,1.10421112485153,0.730020561293379,1.56818585933736,1.26332383737723,2.23567482997942
"NA..97",1.92240978210097,1.27687912927092,2.048989105559,1.74372908585495,1.40127651698004,1.04451109246387,1.44394972075365,2.18868061323414,1.27694707330619
"X1..3.4.dihydroxy.5..hydroxymethyl.tetrahydrofuran.2.yl..2..l..1..selanyl.5..methylaminomethyl.pyrimidin.4.one",2.17067597975552,2.76221776523071,3.34603240058199,4.2655039221942,4.22135884991257,4.63509580824087,4.50839673574815,3.40611166258638,4.7773121300332
"NA..98",-3.81806525489233,-3.84251054633126,-4.00229457070032,-0.306746050191904,-0.387627290194359,0.399525489974458,1.23329329968429,-2.20324241904152,1.79980741978114
"NA..99",-6.01679505627103,-6.70238911358105,-6.18680484841059,-1.72478615884476,-2.83258396784953,-3.28022682231642,-2.5295337856523,-5.72928785405098,-6.10286705522556
"NA..100",-1.35786412548423,-0.692720408256505,-0.290879583416828,-1.25894059765074,0.859348912372642,0.176368191237657,1.34433595531268,0.00288208779422305,-3.03774893882243
"NA..101",0.072972908492968,-0.106537097556934,0.11409593254055,-2.62820508951777,-2.88015266346013,-3.24930286056808,-3.1036131464462,-2.2200863749005,-2.76964133503444
"NA..102",-0.229809072563455,0.0694315671113017,0.269124642648972,-0.304065567873415,-0.27237593343537,-0.277297431376308,-0.632045979850012,-0.647564045423159,-0.735553888695296
"NA..103",-4.3642592428863,-3.17906971240131,-3.64025265928419,-1.70866932214434,-1.90340434343238,-1.52679678766533,-1.94263339431131,-2.33629541152765,-2.79379375896518
"NA..104",-0.821156746454601,-3.0496585312592,-0.661991427583938,-5.05684406351807,-6.04575926754933,-6.08167421900542,-4.59042341704046,-3.33912737896988,-3.62239547236457
"NA..105",0.45032412537698,0.542715433686411,0.381107724857454,0.920584584717144,1.21100930218404,0.681465314998214,0.454156149262889,0.545454343265202,0.405548610214087
"Tetracosatetraenoic.acid..24.4n.6.",-2.0112058962453,-0.763389486781566,-0.968133871378654,-1.23149844509552,-1.40351013525055,-0.948539264103061,-1.41047373311797,-0.772387179499649,-2.3645597126364
"NA..106",-4.59524878071722,-4.75183986533986,-4.82010039496556,-1.26080007447793,-1.56902113544624,-1.34265908136527,-1.72097647741958,-1.75364377591419,-1.59077785596201
"NA..107",2.46872185181781,2.28825422225009,1.70403094050214,1.90954223998204,1.93605972993801,1.53943979958506,1.0479440141288,1.67712950877975,0.809319046326149
"NA..108",1.32201598764916,2.39000070397906,0.735817887705878,0.993163583340039,0.683202511340895,0.717867723507489,0.511737640679755,1.06567881801127,0.117717197156736
"NA..109",0.531308293665251,0.359148411267618,0.420095799004358,-0.146184246488591,0.389108809705423,0.273947321150704,-0.594459919264139,0.224118873377403,0.154547110298097
"N.Palmitoyltaurine",-2.25702670145151,-2.48358673164613,-2.25427910555759,0.0832289931883494,0.19890033737784,0.0763619151887163,-0.710406752202093,-0.41051252181504,-0.659455745905049
"Guanosine.monophosphate",-0.60033053487777,-1.09920973394799,-0.206868666338259,0.61500020522303,0.816280622526573,0.634013733381693,0.924718885747218,1.29836571509769,1.29886688645873
"Anilofos",-0.960855310035527,-1.15446961511606,-1.2105054895047,-1.51816183883565,0.0333125061450055,0.717397201769266,0.557412567966619,-0.176121126565988,0.0926776221116796
"NA..110",1.70559938379952,1.61272771367116,1.37870700403618,0.842408115556076,0.522405632640112,0.248060657869278,0.47834077056244,1.08054880318421,0.138063985079913
"NA..111",0.183118455449296,0.711592791264774,0.960048079751441,1.27040601662317,1.26307525461548,1.47774801884297,1.57318959079023,0.760772821422687,1.63242600093477
"NA..112",0.337720017255467,0.450088313748154,0.665096743929396,1.10598022933768,0.995967900624628,1.2191047676599,1.28658235908006,0.896412012993299,1.44273153297988
"X1.2.3.4.7.8.Hexachlorodibenzofuran",0.481487106932232,0.196107202208779,-0.329008007822647,-0.739247403388969,-0.383070453147447,-1.25572474934414,-0.165782334676468,0.189086926409445,-1.34689747898188
"NA..113",0.666254308267511,0.914871683675958,1.48837955315917,2.10173281854679,2.15212365201367,2.32842146430363,2.22353595215348,1.54460358315869,2.46148693141026
"NA..114",-3.43486371616594,-3.58640269083534,-3.36274121605245,-3.94642606762742,-2.24475430012797,-1.93911581959126,-4.27346102635056,-0.94049097857814,-3.96246118716756
"NA..115",-1.94762284017006,-2.46525122454315,-0.776450395188039,-0.453895282906192,-1.30902611419301,-0.340441520206642,-0.743190525619347,-1.34460245510477,-0.4901697688783
"NA..116",-1.34826532703737,-1.49256679392428,-1.23045815280437,0.992287207864734,0.615779244037487,0.945001373263786,-0.569342328093168,-0.767462561435881,0.174179944055673
"NA..117",-0.219777621849865,-0.456425204143969,-0.662199315670644,-0.948432560493032,-1.0126971818851,-0.870642066931413,-1.2962886774663,-0.651320455630266,-1.00238081547989
"NA..118",-3.47677626610442,-3.62243311890614,-3.66004922549827,-2.41711526911686,-1.2700960100393,-0.9909391897456,-1.45246834475532,-1.6671730763395,-1.62347459254746
"NA..119",-3.38603571956998,-3.54675417697462,-3.59989967986324,-0.281420235427106,-0.293957044462417,-0.226947042325559,-2.41669047450947,-1.09290322721322,-0.952161628977912
"X5.phospho.alpha.D.ribose.1.diphosphate",-0.488744063388559,0.0887994471584044,0.349202491476355,1.28921335397262,1.20955489664428,1.50156838635153,1.60636213099664,1.21314663225402,1.90577333621855
"NA..120",-4.38860106940608,-4.46310888164139,-3.03817265502505,-2.28518426579329,-1.65868265426163,-2.40476228498983,-1.55089737636969,-3.04663595336045,-0.836418676551709
"N.linoleoyl.taurine",-4.14020988421893,-2.92149360701517,-2.97086490768636,-0.0723298910655004,-0.257914815957029,-0.11868269336831,-0.574637132795168,-0.50386160799026,-0.493155364436493
"NA..121",0.0909627069360184,0.105345074782818,-0.049229621818963,-0.252622581460191,-0.491105051139989,-0.498841277698194,-0.616283106102411,-0.0256980442411816,-1.00732963092784
"NA..122",-4.457259783499,-4.38246281595975,-4.14825645769417,-0.669641175011531,-0.964573016614363,-0.742758372160022,-2.00679830098743,-1.5254579841255,-2.67381222760132
"NA..123",2.20142601705556,1.66729405760168,2.04258440741329,1.09773570570917,1.88638661585522,1.64037408850251,1.21017670972797,3.12413729551538,1.0951108298467
"Oleoyltaurine",0.343303124705788,0.531573248207486,0.598381169933461,2.78843797257768,2.63413920291594,2.65862965798518,1.97854564953432,2.34099082067051,1.8582920342436
"N.Stearoyltaurine",-3.75727452546957,-1.66821929776862,-1.53447051371597,-0.443331580184381,-0.761816497074371,-0.640757901063747,-0.559328109449797,-0.355966722624213,-0.695268923847738
"NA..124",4.64539035049912,4.34346914869229,4.0316881270275,3.75754135856829,3.62052703031669,3.4736129981589,3.30042351461172,4.15101596540125,2.99959129751925
"NA..125",1.72048778048521,2.44048643499987,2.13870157522385,-0.103687579265653,-0.277537824772747,-0.717431499752447,0.434902590761354,0.468318014259367,0
"methyl.8..3.5.epidioxy.2..3.hydroperoxy.1.pentenyl..cyclopentyl..octanoate",2.74706750239001,2.57671869411512,1.41213408605227,1.10989226043305,0.868672255541856,0.772693967752559,1.0124522278243,1.96609295150223,0.78171975752927
"NA..126",-3.51639326123153,-4.59760929103393,-3.82984216645949,-2.89868942914614,-2.91662657080393,-3.34029504486509,-1.71502164684501,-4.02103638632951,-1.27509757325472
"NA..127",-3.79058670864339,-3.05989306861601,-2.54147769953687,-2.36485314861852,-1.57088060418161,-1.06477335637902,-0.60084801829484,-2.35025481889278,-0.0895792437819551
"Drotaverine",-3.71427294204074,-2.75104419877091,-1.00738615550454,-1.3043337197405,-0.342822340121689,-0.871823922857484,-1.33600917474802,-0.811782975352674,-2.02054267744322
"NA..128",2.97444148238165,3.06678155088132,1.85532051428151,1.15098718947531,1.09165930137294,0.955470729844446,0.445687363407739,1.35263099118492,0.299113738598116
"NA..129",2.18858098156786,3.10717484326621,3.10335402457402,3.01495725783646,2.81357789245626,2.93485702438709,2.7595879966155,2.80617849627599,2.67439297630403
"NA..130",-3.55778145190883,-3.65948581971532,-2.66863218345661,-1.76204930145066,-1.79902853231097,-1.21278946966522,-0.708781279429289,-2.9960943033737,-0.315928073173161
"NA..131",-2.57476234648034,-2.09361127095183,-1.394375872994,-0.353135429534863,-0.391387812274715,0.328785868701754,0.183295142989049,-0.801528793278198,0.359311094722695
"NA..132",6.41614183540434,6.02204969056008,6.19459487332555,5.81083468244578,5.71964001398388,5.75179512666572,5.36572350955296,5.91786817383858,5.31404485078597
"NA..133",4.68414501029327,4.76522489242275,4.57800106345131,4.51578359583941,4.3546767828655,4.15853552218473,3.95950758939325,4.82952326450728,3.61997105576588
"NA..134",2.76158059735513,2.72999622662282,2.95907486837021,1.11426609093414,1.15179837542801,0.719447870500517,0.286289029300121,3.23998916435887,0.13096382962922
"NA..135",2.35047872484226,2.95657955290088,2.71810046697579,2.89217275442657,2.58902074487109,3.09791991622526,2.66667166126967,2.70285481757285,2.8113146242869
"NA..136",0.829751195656069,0.801540514336157,0.477985813343963,0.183407898335091,-0.257297112680011,-0.400272307570315,0.0341152851940407,0.334298471314199,-0.466598333792618
"NA..137",4.62825492992125,4.19864261026635,4.35237926035421,4.23842337421361,3.99783104479492,3.72195580166103,3.41905054213205,4.07377301815025,3.080133079923
"Cerarvensin",1.48358076981337,0.809916708089169,-3.77173118653161,-4.00459049494382,-4.21825570001428,-3.5154216509005,-3.93960870663764,-3.06565291471265,-3.90123235921689
"NA..138",3.10842236290207,3.94861674668262,3.75198920206183,1.30258286430876,1.16792949566799,0.730660113773084,1.7465506890262,1.84096842898683,1.40614754086067
"Cetylmannoside",3.12861334135879,2.55385421352382,1.63010700010977,1.09214207688429,0.983162430946965,1.34738504574947,1.20192154424468,2.01280761883327,1.19107127186693
"NA..139",-0.0145507858217009,0.739324738145484,0.764207281203792,-2.11157329056073,-2.10846082691066,-1.88212128826861,-1.41079192046218,-0.603979813041995,-1.79478931125739
"Glucoiberverin",-1.96718425622858,-1.86080032487279,-1.76644792385937,0.416913203638035,0.224875561341722,-1.1411860810498,-1.18136269866558,-0.839148567696665,-0.313548265042101
"NA..140",0.100809290824799,0.0864810896814596,1.25514762339734,2.35222593374747,2.49087869827174,3.4424516975003,2.30182251324535,-0.269826621811738,3.63405933312514
"NA..141",0.108485425158928,0.115889226894005,0.780536023791765,0.0561374065378075,-0.381956114492535,-0.460913576867625,-0.647932836959047,1.0688412968264,-1.06240681940412
"NA..142",1.09674346818279,1.02759113467276,0.239909011818764,0.189977820357509,0.201613037525142,-0.0519886525799826,-0.450780032643241,0.584056711569445,-0.724297679409229
"NA..143",-3.46716464029756,-3.30673693133046,-2.22668306900428,-0.255948978292796,-0.280484943149201,-0.194887140906467,-0.744135712807381,-0.585131457770142,-0.523658682019974
"gamma.Tocotrienol",0.067772202596899,0.540845714800724,-0.143901405966631,0.366707026936297,-2.142201101149,-2.38967963122619,-0.674352711481585,-1.95173798845322,-0.181396389678724
"NA..144",0.745200890485105,0.725832550792884,0.579695928033395,0.888083071939384,0.612851085957256,0.403549800601212,0.0388580267721466,0.996399516484402,0.0379155322080784
"NA..145",-3.91811022981629,-3.91386603264937,-3.75178657188555,-0.739854376049514,-0.564481138363874,0.370704212614584,-0.289066504116381,-3.41337251991996,0.124532617685059
"Roflumilast.N.oxide",-3.58472162081499,-2.4447202274662,-2.95512693514783,-0.337169406738511,-0.359732071280511,0.0304438092679078,-0.228344422874855,-1.35195769754829,0.696300507450459
"NA..146",-3.56773923636442,-3.60541165099542,-3.77814965826492,-2.98941456925436,-3.59715161869283,-2.37940982732094,-1.30459696899598,-3.79066444937937,-0.515592592869336
"NA..147",-3.82121017876191,-3.88288763582763,-3.96740560967619,-1.39566107647978,-1.60661932205633,-0.914677879993125,-0.509078323802864,-2.80134184597157,-0.476497010304691
"NA..148",-3.63372680353306,-3.64250059803851,-3.78662777279787,-1.35123158839459,-1.59201351284648,-1.28014968060017,-2.20599360137761,-1.80408766143373,-1.5223500877493
"NA..149",-4.26132553459207,-4.42752446441562,-4.42770028908945,-2.58886173868786,-2.37853597774886,-1.89909296369149,-2.29426516780169,-4.0691122815505,-2.11741213830336
"NA..150",0.183652629488943,0.385461327097683,0.352863055773533,-1.41797475187815,-2.12830651088927,-2.22803576491668,-2.37162533023256,0.61754041630461,-2.6962391768022
"NA..151",-2.67695911998844,-3.1126000100399,-1.66534450732662,-0.534219382027533,-0.0630727784082481,0.311523828580082,0.301414056579375,-0.253932560631245,1.22726515622773
"NA..152",-3.66558106010301,-3.69011530610301,-3.84998723679405,-2.44493015648275,-3.40021249650554,-2.24038445841124,-1.69313947194148,-3.80218067005456,-0.637100386960714
"NA..153",1.44608328878216,1.43844872656594,1.30392876853525,0.466828148444264,0.220521082962144,-0.204248285903887,0.22996324568912,0.66332632319827,-0.28566921851375
"NA..154",0.684274231192429,0.453981195303747,0.357360882086773,0.915908769677326,0.902374892922214,0.524818654493032,0.135259897100052,0.535434289264401,-0.191716452753898
"NA..155",-0.103987353088876,-0.49922387294502,-0.387577098910771,-0.787336307344091,-1.04225521821367,-1.04069414764004,-1.24823745712239,-0.30400477632331,-1.57114342292145
"NA..156",-4.29845239143829,-4.41497007252519,-4.51128810869032,-2.94304029264166,-2.99642759308826,-1.60260921307541,-0.148284248937316,-4.58393514605186,0.826300551670933
"BENZOYLARGININE.NITROANILIDE",1.4237236184686,0.884225392662348,1.19040832912302,0.527382065931366,-0.320858268263581,-0.898596877971972,0.856647746649958,0.99358122665592,0.763113728950877
"Diphenhydramine.N.glucuronide",-0.126982053209336,-0.5821860946856,-0.638173240677652,-0.881587606338147,-0.952679134163645,-0.889285816691714,-1.11807434321159,-0.188133191900842,-1.30933625682106
"NA..157",-0.634554889347132,-0.626095018128265,-1.54345295072996,-0.313805808660785,-0.915705774553118,-1.6877560015989,-1.8156259430488,-0.197879256578641,-1.08659776429372
"NA..158",-1.79454734222757,-1.41795055589538,-3.52240425739423,-0.798866512192291,-0.863183900037402,-0.802154399436336,-0.663940743320932,-1.28520555500074,-0.785418465153906
"Conglobatin.E",-2.10019768388463,-3.07890249431118,-3.1517961562931,-1.09212364002447,-2.66079408553281,-1.46331953186653,-1.9459067496446,-0.920851322021647,-1.73089733173805
"NA..159",-0.57668697092123,-0.681237109380309,-0.7710694916337,-0.900020743931368,-1.3420251193348,-1.57679554582176,-2.04514577402389,-0.90358336184806,-1.8970814438912
"NA..160",2.76870578469983,2.66187240598715,2.57133848350442,2.83256915785362,2.72899900842767,2.49320544109881,2.14802083603364,2.66492394420023,1.87520312292417
"NA..161",-1.670074996647,-1.96599526655142,-1.20616646992141,-0.991994973928595,-1.88827785708184,-3.37239719719568,-1.38058596390269,-1.55822350044071,-3.11137671684088
"NA..162",4.49438276917214,3.48593181309059,4.32577038144877,4.61741248485576,5.10642383693021,4.6640531408205,3.23809373911643,3.31709374043901,3.32277844783997
"NA..163",1.33268369635257,0.998297363384371,0,0.244261629501541,0.223429738798497,-0.144146137124011,-0.678908574840374,0.875696580143881,-0.340155882006218
"NA..164",3.03790216458943,2.04804074893545,2.86010796720402,3.20534060451272,3.70725493143188,3.22440639698013,1.77174309276941,1.93428933127552,1.89154424970624
"NA..165",2.95198726041441,2.42126291167593,2.74985214341492,2.81631235586272,2.8289459264061,2.66379559648069,1.77992067502831,1.55794799551967,1.63283615207414
"NA..166",1.15002826350818,0.94425289676494,1.19948080821815,1.34465103155758,0.0601297384409598,-0.178805832509635,-0.540996025233046,0.747013274485127,-0.731867227077483
"NA..167",0.987929365911416,1.27049520568139,-3.65970641982949,2.45173518776857,2.37537214519706,2.5060547224333,2.28710445870834,1.84958814252109,0.463027167038586
"NA..168",-1.87662301396621,-1.83227585750787,-1.52222331006694,0.562431485671382,0.288016697270997,0.547942029618724,-0.863628846688901,-0.565039273210424,-0.144891983034945
"Metatacarboline.E",-1.57751069295005,-1.67422610765749,-2.32323243293489,-2.25945656908574,-3.39749337686816,-2.97166576775267,-2.01784805966611,-0.0668427381050769,-2.95992278600743
"NA..169",1.20632613142564,1.54995131622925,1.77288918827838,2.19182599404485,2.02575783494351,2.04077065871839,0.270614687970919,1.97559033546464,-0.0192740149537194
"NA..170",3.64146261252803,3.22344309824974,3.40747117584804,3.46502847384535,3.18752895999813,3.16598206666075,2.53209025383127,2.47600008395608,2.23256565483215
"NA..171",-2.30152793657406,-1.81450856618939,-1.42247503281705,-0.476274101722794,-0.586734362527391,-0.441535285264294,-0.298448414109465,-0.610732643854984,-0.0738271478254404
"NA..172",0.0319569997133975,-0.227526413370338,-0.0307454951206978,-0.149693211080553,-0.0485214628598598,-0.276180542594307,-1.56681186742716,-0.244395190390108,-0.809090335705324
"NA..173",-2.25255537274944,-1.62347453052546,-2.02424474279474,-2.860559854677,-3.36900086635239,-3.67281112278582,-1.59546428307752,-2.25777702901688,-4.20349724606541
"a.L.Fucopyranosyl..1..2..b.D.galactopyranosyl..1..2..D.xylose",-3.94909198694761,-4.06940563537338,-4.17109117133719,-1.35450493819399,-1.29867073431053,-1.01147924534055,-3.08887405545488,-2.86481593125581,-3.17113990154907
"Merochlorin.D",-4.04978768163363,-4.22531497925067,-3.53426099444465,-0.0260801866351841,-0.03586513678815,0.496371280854813,0.217823768145291,-1.96767732948604,0.734025239808904
"NA..174",-0.356676646340084,-1.01316294403496,0.265167832267256,0.822001956671908,0.581507894891491,0.691368090860834,0.227158663348629,-0.650137228668292,0.309084795861889
"NA..175",-0.285949375373789,-0.532094005806155,-1.89269236298188,0.877188385136385,0.826021108707621,0.968919265175241,0.487983879609992,-0.517162242620159,0.510191295715771
